NameFirst,NameLast,CurrentHandle,CountryCode,WorldRanking,CountryRanking,TotalUSDPrize,TotalTournaments
Kwang Noh,Lee,MadKOF,kr,38275,2727,554.00,7
Min Su,Shin,Verna,kr,47095,3142,298.90,2
Naoaki,Yanagihara,Shining Decopon,jp,83381,1456,0.00,1
Jovian,Chen,Shen Chan,sg,14467,85,4919.84,6
Daigo,Umehara,Daigo,jp,612,3,240382.51,52
Hyun Kyu,Park,Nin,kr,10146,1103,9080.00,7
Jimmy,Tran,Jimmyjtran,us,3236,651,43105.12,31
Yoichiro,Aruga,Garu,jp,83427,1459,0.00,1
Antonio,Medrano,Kusanagi,mx,34995,228,716.70,11
Martin,Phan,Marn,vn,12784,148,6052.57,15
Kevin,Baigan,KBeast,us,42171,8163,416.60,7
Darryl,Lewis,Snake Eyes,us,2990,608,47466.65,81
-,-,DGV,us,74281,15162,32.00,3
Quoc Hung,Nguyen,AfroLegends,us,14665,2951,4793.00,9
Sanford,Kelly,Santhrax,us,9658,1955,9939.75,124
Daniel,Maniago,Clockw0rk,us,41855,8090,426.00,9
Sola,Adesiji,BurnYourBra,us,83500,17684,0.00,1
-,-,Yellowgal,us,83509,17687,0.00,1
Ed,Ma,Ed Ma,us,49194,9484,250.00,4
John,Choi,Choiboy,us,12610,2529,6246.00,21
Damien,Dailidenas,Damdai,us,12047,2404,6778.07,21
Michael,Mendoza,Yipes,us,11300,2250,7507.00,9
Peter,Susini,Flash,us,16848,3340,3632.67,14
Shinya,Ohnuki,Nuki,jp,7866,131,13387.13,16
Amir,Amirsaleh,Amir,us,41133,7969,454.00,3
Alex,De Sousa,Chunksta,us,21052,4110,2322.00,2
Erik,Arroyo,Smoothviper,us,28184,5457,1203.50,4
Ryo,Yoshida,BAS,jp,10764,196,8174.50,12
Alex,Valle,Alex Valle,us,10319,2067,8771.94,116
Paco,Vilaró,Gandido,pr,57169,25,148.00,1
Mario,Canales,Cano,pr,65990,30,74.00,1
Graham,Wolfe,GWolfe,us,25646,4948,1500.00,3
Yosuke,Otome,Otome,jp,30422,694,1000.00,1
Josh,Park,Arario,us,13673,2739,5361.50,5
Spero,Gineros,Spero Gin,us,10358,2072,8707.49,14
Bronson,Tran,Bronson,us,15684,3119,4174.00,7
Emmanuel,Rodriguez,Master,us,7259,1459,15000.00,6
Luke,Hess,thehighguy,us,30441,5832,1000.00,1
Yosuke,Ito,Kindevu,jp,10091,182,9160.99,11
Peter,Rosas,Combofiend,us,19842,3868,2597.00,19
Alex,Wolfe,A_wolfe,us,14184,2840,5000.00,1
Jason,Nelson,Jason Nelson,us,22471,4383,2000.00,4
Nick,Cortese,Reset,us,30459,5836,1000.00,1
Christopher,Villarreal,Crow,us,10732,2137,8200.00,6
Christopher,Abella,Jra64,us,30464,5837,1000.00,1
Yoshihiko,Togawa,Nitto,jp,14187,273,5000.00,2
Issei,Suzuki,Issei,jp,19879,420,2584.00,2
Hyun Woo,Kang,First,kr,1675,258,89725.40,64
Jae Kyung,Song,JKS,kr,15289,1450,4394.63,6
Jong Bum,Jun,Miya,kr,16258,1513,3916.80,5
Tae Young,Kim,Freaky,kr,29675,2314,1055.38,4
Han Jin,Ju,Harrier,kr,37697,2695,588.65,3
Da Han,Lee,Punisher,kr,44430,3062,351.34,1
Jonne,Sotala,Protosser,fi,25364,353,1532.77,10
Nicolai,Jacobsen,Noticimus,no,14481,123,4908.15,4
Mikal,-,Seriously,no,27743,270,1250.00,1
Antoine,Stievenart,Dayshi,fr,3249,106,42980.09,60
Christophe,Boucardey,Eeel,fr,18352,730,3052.30,7
Leif,Boutin,KleeneX,fr,21907,885,2111.42,4
Alvar,Martin,Araneae,es,5748,69,20626.91,28
Fryderyk,Kozioł,Veggie,pl,17503,317,3373.27,7
Eryk,Wilczynski,HosaN,pl,12536,233,6296.26,9
Mateusz,Klimaszewski,Grom,pl,12382,230,6436.01,11
-,-,uby,bg,73412,300,35.55,1
Jakub,Grzegorzewski,Creaton,pl,6094,123,19162.21,26
Łukasz,Zygmunciak,Puki style,pl,4495,84,28829.55,47
Piotr,Prokop,SuperAZE,pl,8333,165,12223.59,21
Paweł,Koprianiuk,Celaver,pl,4581,90,27966.99,50
Marek,Kręgiel,Libik,pl,4093,80,32600.15,105
Sebastián,Esteban Fernández,Morden,es,11012,155,7884.64,25
Aarón,Collados Bernabeu,Babeta,es,12655,198,6199.35,17
Juan,Navarro Ricardo,Exterminare,es,15317,247,4367.16,16
Samuel,Fernández Fort,Samux,es,4470,51,29036.42,33
-,-,ozzak9,cz,66921,459,66.81,2
Xue Cheng,Gao,WeiXiao,cn,1312,183,113522.97,39
Jingxi,Yu,Misaya,cn,1479,201,100650.82,32
Wen,Shu,Yms,cn,10081,1082,9176.88,4
,,,,,,,
Shuhei,Yamaguchi,Albis,jp,54260,1195,184.06,1
Hsien,Chang,Hsien Chang,us,17896,3517,3222.00,7
Ari,Weintraub,fLoE,us,12304,2459,6511.30,25
Christian,Lian,Christian Lian,us,46648,9015,300.00,1
Richard,Nguyen,Richard Nguyen,us,38071,7369,565.00,6
Jakob,Davis,Happy Medicine,us,23473,4575,1841.70,3
Joshua,Philpot,Wolfkrone,us,8392,1683,12080.38,23
Nicholas,Johnson,NashFan,us,43254,8383,394.00,6
Ryan,Harvey,Fubarduck,us,19526,3819,2700.00,6
-,-,HispanicJap,us,46659,9023,300.00,1
Yuuki,Spencer,Yuuki Spencer,us,52942,10314,200.00,1
Jason,Cole,AfroCole,us,31717,6128,933.50,7
Michael,Utt,Halfro,us,44522,8625,350.00,1
Ryan,Yancey,Ryan Yancey,us,46672,9027,300.00,1
Hyun Je,Byun,mini,kr,3034,421,46623.06,26
Young Jin,Yoo,Rush,kr,8026,922,12987.15,15
Ricardo,Flores,Maker,mx,9459,47,10052.57,9
Jaime,Duran Silencio,JimRising,mx,4603,19,27799.33,71
Timothy,He,MaFia,au,9144,209,10587.76,20
Ray,Zi,Light,au,19994,553,2546.72,5
Yo Jun,Yoon,YoonYJ,au,29639,845,1061.07,4
David,Rossi,Rossi,au,22854,619,1993.82,12
Alex,Smith,Ninja,au,6273,132,18399.15,17
Sung,Cho,JazBas,nz,15371,61,4336.77,10
Tileä,Flavall,Tilea,nz,18881,68,2936.08,15
Geun Baek,Kim,SaferZerg,kr,11634,1212,7179.67,5
Yung Hoon,Son,HoOny,kr,84099,3899,0.00,1
Soo Bum,Choi,DoGGi,kr,19208,1694,2806.11,7
Hyung Kun,Jo,Clon,kr,7108,844,15384.29,5
Doh Hyun,Na,Control,kr,4998,629,24784.11,11
Jung Hyun,Jo,V-Gundam,kr,43915,3033,371.99,6
Hyun Jin,Kim,kOs,kr,19954,1743,2557.42,7
Jin Nam,Jang,JinNam,kr,28051,2211,1222.28,9
Jin Kwang,Do,JoyO,kr,36278,2654,646.85,5
Jin Chul,Ju,Side,kr,8318,943,12258.65,4
Jin Su,Jang,JinSu,kr,22908,1910,1975.38,6
Woon Jae,Lee,Lee,kr,22909,1911,1975.38,7
Woong Ryul,Han,Oddysay,kr,8402,951,12051.92,9
Jung Ho,Lim,Sinji_NT,kr,44973,3090,336.86,4
Jae Ho,Jung,CryStal,kr,11920,1227,6901.66,3
Seung Wan,Son,Sonjjang,kr,20546,1772,2448.30,2
Hyung Mo,Ahn,Eugene,kr,84213,3900,0.00,2
Kyung Bo,Nah,JunioR,kr,19093,1686,2850.69,4
Dae Kun,Kim,St.Eagle,kr,84232,3901,0.00,1
Sergei,Samsonov,Asmodey,ru,27789,1037,1250.00,2
Jae Hoon,Kim,Beatace,kr,84250,3902,0.00,1
Chang Woo,Jo,H_Love_WIII,kr,84260,3903,0.00,1
Jae Hang,Lee,SiR@SoNi,kr,7433,873,14522.10,3
Yoo Seok,Jung,Marine,kr,84277,3904,0.00,2
Shin Deok,Kim,SinDoki,kr,29132,2256,1115.96,2
Seung Yup,Kim,SeungYup,kr,84295,3905,0.00,1
Kyun Taek,Lee,Isaac,kr,84309,3907,0.00,1
Jun Mo,Sung,Enough,kr,28438,2224,1194.24,3
Sung Choon,Im,IntoTheRain,kr,13629,1338,5393.24,4
Chang Hoon,Lee,Sigamari,kr,7520,882,14302.84,7
Kyung Tae,Park,Lotem,kr,84347,3910,0.00,1
Ki Bong,Kook,TheBOy,kr,84357,3912,0.00,3
Sang Kwon,Kim,JJUB,kr,84368,3915,0.00,1
Wan Soo,Jung,Diviner)KS,kr,84378,3918,0.00,1
Dae Hee,Jung,Star)_Boy,kr,84386,3921,0.00,1
Byung Joon,Yoo,nO.1,kr,84394,3922,0.00,1
Dong Won,Kang,SUGOGIO,kr,84404,3925,0.00,1
Jung Keun,Hwan,GameR,kr,84414,3927,0.00,1
Kap Yong,Kim,Love,kr,32312,2473,884.25,1
Alex,Do,HDstarcraft,us,65759,13076,75.00,1
-,-,Swip,tw,70427,855,50.00,1
Seo Hyeon,Park,SeoHyeon,kr,53971,3373,189.72,4
-,-,Mewtwo,us,62370,12283,100.00,1
Jason,Tran,WildTurtle,ca,826,24,182066.13,39
Jon,McCulloch,Demunlul,us,17099,3382,3520.00,6
Cruz,Ogden,Cruzerthebruzer,us,14723,2957,4746.67,9
Jake,Puchero,Xmithie,ph,562,11,260170.90,48
An,Le,Balls,us,1522,306,98863.33,42
Zachary,Hoschar,Mandatorycloud,us,4987,1010,24911.59,36
Jason Wei Hao,Koh,HaRleLuYaR,sg,5861,25,20114.29,19
Joshua Jun Liang,Tan,ToFuBoi,sg,6728,31,16675.19,14
Heng Sheng,Sai,EquivocaL,sg,12771,68,6070.15,13
Han Dong,Wei,CaoMei,cn,1417,194,105517.61,37
Songjun,Wu,Night,cn,4132,472,32250.79,16
Yi,Cui,if,cn,4232,483,31250.79,15
Hai,Lam,Hai,us,1308,259,113650.37,47
Nicholas,Harlan,nubbypoohbear,us,13817,2759,5246.67,20
Gabriel,Ng,Yazuki,us,9754,1972,9750.00,20
Daerek,Hart,LemonNation,us,1491,296,100137.86,36
Zach,Malhas,Nien,us,7020,1397,15756.67,24
James,Moreland,Atlanta,us,17218,3407,3490.00,18
Shangshi,Zhang,ARS,cn,26632,2506,1400.00,2
Miao Long,Zhang,PCT,cn,10486,1139,8527.83,4
Marko,Jovanovic,BAJA-,rs,26776,69,1380.07,2
Nenad,Lukic,grizine,rs,13138,35,5787.01,13
Gordan,Prosic,g0g1,rs,13661,36,5373.24,15
Damir,Škaričić,Mitch,hr,5878,10,20044.91,38
Andreja,Mahovic,ANdre,rs,26777,70,1380.07,2
Rani,Al Hajj,BABARRR,lb,31392,32,966.67,2
Thomas,Glinski,CupCake,dk,22318,483,2019.30,3
Romain,Franco,TuZeR,fr,21063,855,2319.06,4
Laurent,Chung,Laukyo,fr,43258,1853,393.57,3
Bruno,Wafo-Tapa,KenZy,fr,17916,714,3212.89,10
Igor,Kobylyansky,UkraineStar,ua,50275,490,240.00,3
Stepan,Yerichuk,White,ua,41556,389,438.87,5
Ruslan,Kogut,sda,ua,53268,517,200.00,1
Sven,Grothe,Noaphiel,de,19023,828,2880.67,2
Mike,Ross,Mike Ross,us,33189,6377,810.00,20
Loren,Riley,Fanatiq,us,16257,3220,3920.00,5
Noel,Brown,Noel Brown,us,28138,5454,1210.55,18
Andre,Lambert,Twisted Jago,us,60054,11783,115.50,4
-,-,Chrisis,us,84799,18088,0.00,1
Eric,Albino,Juicebox,us,71621,14521,43.40,5
-,-,Ken_I,us,84821,18093,0.00,2
Mike,Watson,Watts,us,84832,18096,0.00,3
Pete,Brubaker,EA Megaman,us,84840,18098,0.00,1
-,-,Stiff Peter,us,84849,18101,0.00,1
Sebastian,Jennings,One Handed Terror,us,84860,18106,0.00,1
-,-,Hellmonkey,us,84870,18109,0.00,2
Vitaliy,Fedorov,ash,ru,20649,768,2419.41,35
Igor,Polgyi,sHreK,ua,45764,436,318.59,1
-,-,Free,ua,56050,542,159.30,1
Sergey,Targonsky,x1t,ua,55754,538,162.83,1
-,-,iddqd,ru,69904,2829,50.02,1
Christian,Zehentbauer,Mars,de,69905,3546,50.02,1
Yoon Jong,Jung,Rain,kr,418,68,323560.63,64
Joon Ho,Kim,herO,kr,383,62,341093.29,155
Adrian,De Flon,Zapo,mx,33628,220,800.00,1
Edgar,Chuc,Dark,mx,40150,267,500.00,1
Pablo,Cham Blanco,Cham,mx,1855,8,81350.83,148
Naeem,Panchbhaya,Magic,ca,32725,944,850.00,3
Jon,Andersen,BabyKnight,dk,1185,46,125081.71,53
Enrique,Marcias,AlaStOr,es,15606,249,4204.18,19
Rubén,Pons Serrano,LoLvsxD,es,14882,236,4623.64,16
Alejandro,Germain,Dax,es,22273,378,2029.51,9
Roland,Runge,Prothana,de,16170,702,3977.86,11
Erik,van Helvert,Tabzz,nl,2780,33,52134.82,35
Tino,Hanke,Blooddragon,de,17125,738,3500.88,11
Oskar,Skanning,Facerollerx,dk,47275,924,294.16,3
Plamen,Stoyanov,napraen,bg,34636,132,744.22,6
Hans,Bjerhem,FatMamma,se,19011,633,2888.90,7
Julien,Adler,Alvik,se,44750,1447,344.34,4
Janis,Krzok,Entenzwerg,de,23656,1029,1805.30,11
Tom,Latour,Metalx,nl,16903,242,3602.85,13
Thomas,Vogel,Schabs,de,14670,626,4784.80,7
Erlend,Holm,Nukeduck,no,2574,22,57425.04,24
Marius,Losch,Brooklee,de,48008,2272,275.18,2
Maurice,Hensel,necaderp,de,44412,2082,352.39,3
Nikolas,Wrobel,SpiritOfMage,de,48009,2273,275.18,2
Igor,Aksenov,Ramms,ru,54956,2087,173.97,5
Gage,DuBose,Sasquatch,us,29748,5746,1050.00,1
Paul,Whyte,JonnyREcco,gb,11598,406,7235.87,12
Tom,Brekelmans,PoYo,nl,17251,251,3465.15,5
Shijie,Zhu,DreAm,cn,25011,2374,1599.87,5
Nick,Copello,Ziktomini,gb,11739,412,7046.95,4
Nathan,Lau,Lau,gb,19091,656,2851.36,7
Andrew,Whittle,rANDY,gb,33735,1178,792.30,5
Ramon,Padilla,Ramon,us,16743,3320,3686.00,7
Gerardo,Vega,LoLo,mx,11667,68,7124.00,5
Evgeny,Okin,Belial,ru,38329,1446,550.00,1
Sean,Paquette,Xephukai,us,9865,1992,9514.00,15
-,-,ShowTime,us,30161,5790,1000.00,1
-,-,ClintTheBEAST,us,37047,7148,600.00,2
Sergey,Govorov,Killmaster,ru,43305,1655,391.37,4
-,-,Soulz,ru,61381,2403,102.35,1
Petr,Batchikov,3ulu4,ru,21485,803,2211.63,25
Ilya,Brukhanov,PallMall,ru,40726,1525,473.01,2
-,-,SR.Obama(Tama),ru,49063,1886,250.43,1
Nikolay,Antonov,Defi,ru,58948,2308,125.22,1
-,-,Yeti,ru,71026,2889,46.96,1
Anton,Golovachov,Scout,ru,50720,1933,231.83,3
-,-,Chudastik,ru,71027,2890,46.96,1
-,-,Hamz,ru,74276,3031,32.05,1
Andreas,Ullrich,KrasS,de,8937,352,11034.86,14
Anders,Pedersen,Blackcidy,dk,27067,573,1335.99,2
Patrick,Brix,Bunny,dk,1779,70,84195.98,68
Jens,Jæger,Utopi,dk,52577,1006,200.00,1
Zhe Wei,Li,AK,tw,10116,181,9122.55,10
Artur,Kostenko,Goblak,ua,2185,45,68255.16,63
Vadim,Trushkin,BloodAngel,ru,17045,611,3545.09,6
Anton,Bondarenko,alwayswannafly,ua,363,12,358029.81,98
Vladimir,Anosov,PlzGoGame,ru,9451,352,10073.79,17
Vladislav,Morozyuk,blowyourbrain,ru,7606,287,14076.68,29
Alexander,Mineev,kyky,ru,18937,696,2913.02,4
Ilya,Gavrilov,klif,ru,35236,1303,700.00,1
Vizar,Zymberi,twiSta,no,32044,323,900.00,3
Antti,Saarenpää,Rexi,fi,25376,354,1530.64,4
Georg,Krug,Fire,de,39373,1833,500.00,2
Kalle,Saarinen,Trixi,fi,1449,22,103530.22,76
Martin,Olsen,AngeL,dk,24197,525,1712.07,7
Mikkel,Berg,miGGel,dk,6665,174,16872.89,22
Christoffer,Winther,Ryze,dk,1413,56,105824.10,40
Sylvester,Christensen,Link,dk,23177,502,1903.45,8
Seung Kyu,Yo,ssamba,kr,12674,1277,6171.45,2
Yong Hwan,Ryu,Ryu,kr,10235,1109,8942.90,5
Renbo,Wo,sakula,cn,2560,311,57928.08,40
Kefei,Yang,Jungle,cn,3043,365,46412.66,24
Jiang,Pu,mikk,cn,4095,465,32561.66,12
Min Woo Xing Ju,Ma,tK,cn,3578,416,38489.66,17
Borja,González,GuMmY,es,11570,168,7276.39,15
Benjamin,Carasco,KaRa,fr,18068,718,3168.32,15
Charles,Richez,Xc!teR,fr,33756,1404,790.05,5
Fabrice,Bonnet,ScariuM,fr,20900,847,2362.86,8
Oscar,Parrocel,RoScO,fr,19961,797,2553.80,8
Olli,Salmi,kononen,fi,10624,165,8334.41,22
-,-,mkou,fi,32364,470,879.77,2
Ivan,Shinkarev,Vigoss,ru,12991,452,5945.74,20
Petter,Nyström,pepp3,se,26379,851,1426.81,1
Rickard,Vuolikainen,Grunt,se,26028,837,1486.81,2
Björn,Forsberg,kuronity,se,26380,852,1426.81,1
Sebastian,Sundström,Matrim,se,23651,769,1806.21,4
Alexander,Rathcke,CalculuS,dk,21440,459,2229.15,6
Antoine,L\'Hotellier,Dhany,fr,47590,2050,285.36,1
Pierre-Baptiste,Petiet,Ph0eNiiX,fr,47591,2051,285.36,1
Brian,Lee,FLUFFNSTUFF,us,3379,676,41349.24,45
Michael,Ghannam,ixmike88,us,3044,622,46399.71,51
Tony,Talavera,HANNAH_MONTANA,us,19604,3831,2674.93,5
Tyler,Cook,TC,ca,2941,113,48563.64,47
Jio,Madayag,Jeyo,ca,1800,56,83517.85,39
Alex,Chang,blackshatan,au,10837,250,8052.18,15
David,Arnous,r1sk,au,13098,327,5833.15,4
Trong,Truong,Snoopy,au,31455,882,960.00,12
Darcy,Jose,Godot,au,8636,197,11596.60,15
Justin,Yuen,Musica,sg,7332,35,14888.81,14
Joakim,Akterhall,Akke,se,171,12,649791.42,96
Jonathan,Berg,Loda,se,153,10,704857.44,100
Jesper,Nyhlén,Mirakel,se,12287,425,6535.98,20
Johan,Gidmark,Smulgullig,se,24446,792,1670.14,6
Mirsad,Djokovic,DeMeNt,de,61916,3025,100.00,1
Kuro,Takhasomi,KuroKy,de,6,1,5198604.15,114
Zhihao,Chen,Hao,cn,46,13,1761646.83,59
Pan,Zhang,Mu,cn,58,16,1390711.71,48
Liang,Ye,Awoke,cn,12262,1293,6564.41,6
Kai,Zhao,Kabu,cn,3062,369,46004.90,28
Litt Binn,Chan,Winter,my,8027,43,12981.39,18
Yee Fung,Chai,Mushi,my,87,3,1024252.00,89
Joel,Chan Zhan Leong,Xtinct,my,1595,14,94185.14,36
Wei Poong,Ng,YamateH,my,2888,18,49749.92,51
Chee Cai,Chua,Ice,my,4883,28,25604.18,23
Yang,Zhou,KingJ,cn,1776,230,84210.61,19
Ileto Lim,Kelvin,xFreedom,sg,7748,38,13705.08,16
Zhilei,Xu,BurNIng,cn,107,28,896385.35,77
Xiang,Huang,LongDD,cn,1632,214,91725.70,26
Xiong,Zhou,ZippO,cn,3299,391,42259.09,14
Fan,Bai,rOtK,cn,130,33,800946.63,52
Junhao,Xie,Super,cn,49,14,1625548.34,87
Daryl,Hennegan,Wingsofdeathx,us,14437,2917,4946.67,7
Jiajun,Liu,Sylar,cn,69,21,1218812.19,90
Zhengzheng,Yao,Yao,cn,74,24,1192081.08,65
Bin,Xie,DD,cn,734,108,203498.01,25
Cen,Jiang,YYF,cn,291,63,443434.96,41
Hock Chuan,Wong,ChuaN,my,142,5,740982.93,65
Hongda,Zeng,Faith,cn,45,12,1764520.75,106
Clarissa,Galea,Lilac,mt,31915,18,914.28,3
Nisjaat,Joesoef,LoordN,nl,31681,428,937.86,6
Adrian,Wetekam,Kerp,de,9853,391,9536.57,19
Sang Myun,Park,Shy,kr,1378,213,108688.04,29
Ha Woon,Yoon,MaKNooN,kr,2861,405,50217.61,15
Nu Ri,Jang,Cain,kr,1939,293,78010.14,21
Sung Soo,Kim,SSONG,kr,3375,454,41386.24,12
Jong In,Kim,PraY,kr,341,55,374778.08,37
Sang Ook,Yoo,Ryu,kr,810,125,184100.69,31
Dong Bin,Go,Score,kr,802,123,185512.99,40
Sang Yeon,Won,MaFa,kr,3788,496,35808.93,16
Hyeok,Sin,gosu,kr,28845,2245,1149.93,1
Hyun Jin,Lee,Nolja,kr,13643,1339,5380.47,6
Hui Cheol,Jeong,Pecko,kr,35144,2614,707.65,1
Yoon Jae,Kim,LongPanda,kr,13666,1342,5365.02,6
Beom Seok,Kim,Kish,kr,10665,1146,8286.87,10
Joon Seob,Kim,emboob,kr,35145,2615,707.65,1
Seung Taek,Yoon,Eryuk,kr,19510,1713,2707.65,2
In Seung,Hwang,Warpath,kr,35146,2616,707.65,1
Doo Yeon,Ji,Senaim,kr,35147,2617,707.65,1
Gi Cheol,Lee,yoshi,kr,35148,2618,707.65,1
Han Bin,Bae,ElecTrouble,kr,35149,2619,707.65,1
Ho Jin,Jeon,Lilac,kr,5765,712,20558.39,23
Hyun Il,Choi,Paragon,kr,6798,813,16453.36,17
Yong Woo,Park,Haiakan,kr,6607,796,17061.92,19
Yoon Seong,Jeong,Ring Troll,kr,10326,1115,8761.39,8
Sang Jung,Lee,Cornsalad,kr,12223,1255,6605.99,9
Seon Whi,Choi,SunChip,kr,17328,1591,3435.73,6
Sung Hyun,Kang,KangQui,kr,18257,1646,3087.93,4
No Chul,Jeong,NoFe,kr,9143,1014,10588.58,10
Kang Hwan,Kim,Hermes,kr,14374,1387,4997.52,4
Han Kil,Lee,Me5,kr,13853,1359,5217.94,6
Bon Taek,Gu,Expession,kr,3037,424,46568.90,25
Nam Hoon,Kim,HooN,kr,10054,1092,9216.34,20
Dae Woong,Kim,MOKUZA,kr,13713,1347,5320.00,15
Woo Cheul,Chae,ViNylCat,kr,11934,1229,6882.72,16
Woo Suk,Lee,Hiro,kr,10720,1153,8214.86,18
Cheon Ju,Choi,Acorn,kr,1365,210,109619.63,25
Seung Hee,Jung,Elf,kr,23585,1965,1818.35,2
Kwan Hyung,Lee,Heart,kr,1987,302,75509.93,21
Joon Sung,Kim,Sound,kr,35150,2620,707.65,1
Jae Yul,Kim,When Rain Falls,kr,17292,1588,3449.89,3
Fabian,Kattner,Hanfy,de,8748,343,11382.40,42
Sung Hoon,Kim,Ashart,kr,24229,2011,1705.32,2
Gyu Ha,Kim,TowerFury,kr,34000,2556,767.39,1
Tae Yang,Kang,SunRiver,kr,34001,2557,767.39,1
Jun Gu,Jeong,Frolic,kr,34002,2558,767.39,1
Sang Hyuk,Shin,losys,kr,34003,2559,767.39,1
Thorsten,Seifert,DBS,de,26008,1136,1491.97,12
Mathias,Pescheck,Hazed,de,35479,1617,694.90,6
Alexander,Hahn,KauP,de,19123,831,2841.26,15
He Jae,Kim,Dong,kr,48856,3216,255.80,1
Hyung Rae,Lee,Hwatoo,kr,48857,3217,255.80,1
Myung Gyu,Son,UlmangE,kr,48858,3218,255.80,1
Su Man,Kim,ZzamTiger,kr,48859,3219,255.80,1
Sang Hoon,Kang,Chilly Moon,kr,48860,3220,255.80,1
Ji Yong,Kim,TcAL,kr,48861,3221,255.80,1
Sang Jun,Lee,Kevin,kr,37574,2690,597.40,2
Do Sun,Yeom,Leon,kr,48862,3222,255.80,1
Jin Woo,Oh,ggoni,kr,48863,3223,255.80,1
Hyung Rok,Do,5gamdo,kr,48864,3224,255.80,1
Sun Hyuk,Gwang,Rounders,kr,48865,3225,255.80,1
Dong Un,Kim,Kady,kr,48866,3226,255.80,1
Seong Jae,Jung,GodFather,kr,48867,3227,255.80,1
Jun Ho,Jang,The Other,kr,48868,3228,255.80,1
Seong Yub,Chae,ŁØAÐ,kr,23043,1926,1938.33,4
Dong Gyu,Kim,Fascinate,kr,48869,3229,255.80,1
Hyung Mo,Yeon,Acttosin,kr,0,0,0.00,0
Se Yeon,Park,Yaong,kr,48870,3230,255.80,1
-,-,Tijé,fr,61219,2755,104.85,1
Hyung Jun,Lee,Vitamin,kr,13832,1356,5234.89,7
Yoon Gi,Shin,Devil,kr,48871,3231,255.80,1
Jae Hyuk,Jo,NK Adonis,kr,48872,3232,255.80,1
-,-,ll6 Saken,fr,61223,2758,104.85,1
Jun Hyuk,Kwon,gDeveloper,kr,48873,3233,255.80,1
Tae Hee,Kim,FDT,kr,48874,3234,255.80,1
Jun Ho,Won,ReSEt,kr,17642,1616,3315.91,5
Won Jun,Kang,Nymp,kr,48875,3235,255.80,1
Jong Myung,Shin,Rewrite,kr,48876,3236,255.80,1
Gwang Gi,Park,Cannot,kr,43425,3010,386.60,2
Jae Woo,Choi,Chicken,kr,48877,3237,255.80,1
Hyung Suk,Lee,Webtoon,kr,48878,3238,255.80,1
Jae Sung,Kim,SmallBrain,kr,19955,1744,2556.99,5
Sang Duk,Park,Mad,kr,48879,3239,255.80,1
Ioannis,Loucas,Fogged,us,5457,1085,22048.42,32
Jing Jun,Wu,Sneyking,us,310,53,413457.42,67
Drew,Biessener,Tidesoftime,us,2060,409,72529.60,29
Kurtis,Ling,Aui_2000,ca,28,2,2006311.11,84
Peter,Nguyen,Waytosexy,ca,3983,147,33736.51,31
Alexander,Patterson,Pinoy,se,27268,885,1305.87,6
Airat,Gaziev,Silent,ru,416,13,323740.29,90
Dimitri,Filinov,Inmate,ru,34776,1287,731.04,2
Igor,Kalnysh,Admiration,ru,36537,1366,626.61,2
Florin,Stoica,Freezer,ro,22865,73,1989.37,6
Danail,Lazov,Giantt,bg,35664,134,682.76,3
Robert,Botha,PandaTank,za,24665,92,1634.31,10
José,Amaral,ScReaM,pt,56952,435,150.00,1
Dan,McDonald,Phamut,gb,41271,1468,450.00,1
Caviar Napoleon,Acampado,EnDerr,ph,4660,39,27393.63,48
Thanapol,Kuachat,RedArchon,th,13329,242,5619.52,10
Paolo,Javier,JaBiTo,ph,27229,207,1311.81,4
Kevin,Landon,Dieminion,us,6711,1330,16732.86,50
-,-,AquaSilk,us,34822,6710,729.00,4
Kenneth,Bradley,KBrad,us,6068,1202,19301.08,51
Greg,Willis,Zeus,us,22880,4488,1984.50,24
Lloyd,Peralta,Nica KO,us,19614,3834,2671.00,4
-,-,Adam3s,us,44589,8653,350.00,1
Christopher,Gonzalez,NYChrisG,us,2450,491,60895.62,232
-,-,Mars Gattai,us,34517,6679,750.00,1
Jeron,Grayson,Hiro,us,23886,4636,1769.00,27
Christopher,Doyle,Technical Monkey,us,36061,6952,660.00,3
Jesse,Cardenas,Jumpsuit Jesse,us,53278,10437,200.00,2
Leon,C.,Onionbagel,ca,30005,883,1020.00,6
Xiao Dong,Yang,InJuly,cn,652,98,227338.05,36
Zhuo Rui,Xue,dreamyu,cn,18468,1858,3003.70,8
Yuxiang,Yin,Air,cn,3914,445,34410.91,14
Silong,Liu,XDD,cn,15296,1567,4385.83,11
Peng,Su,super,cn,850,130,178036.09,33
Adam,Friberg,friberg,se,315,19,408360.26,140
Robin,Johansson,Fifflaren,se,1191,67,124472.55,74
Kenny,Schrub,kennyS,fr,148,5,717059.59,164
Nathan,Schmitt,NBK,fr,119,3,830236.72,183
Edouard,Dubourdeaux,SmithZz,fr,462,16,299557.33,160
Kévin,Droolans,Ex6TenZ,be,886,6,170734.20,154
Cédric,Guipouy,RpK,fr,221,7,540876.35,157
Ricardo,Pacheco,fox,pt,1695,3,88898.30,59
Christopher,Fernandes,MUTiRiS,pt,3737,7,36456.20,62
Fábio,Teixeira,n3w,pt,28067,146,1219.48,9
Mário,Rodrigues,Fyx,pt,36952,228,605.23,5
Frederico,Costa,iNsideR,pt,23612,119,1813.69,7
Omar,Chakkor Feltrer,arki,es,3193,30,43730.11,70
Victor,García,xikii,es,7898,96,13308.40,26
